author_id_source,author_name_source,macroarea_source,author_id_target,author_name_target,macroarea_target,same_macroarea,edge_betweenness
14831722300,Lima D.A.N.L.,Medicine and Health,57201607778,R. Leonardi G.,Medicine and Health,True,4808830.603376
57201607778,R. Leonardi G.,Medicine and Health,6603267575,Velho P.E.N.F.,Medicine and Health,True,4588392.481807
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,55981667500,De Assumpção D.,Medicine and Health,False,4368491.111102
35328091000,da Silva J.V.L.,Computer Science,6603271904,d’Ávila M.A.,Engineering,False,4340172.411788
35328091000,da Silva J.V.L.,Computer Science,6506736837,Pedrini H.,Computer Science,True,4326461.593318
23093346600,Forti L.R.,Biology,26638969400,Masiero B.,Engineering,False,4179365.434192
23093346600,Forti L.R.,Biology,7003557544,Toledo L.F.,Biology,True,4099306.800219
26638969400,Masiero B.,Engineering,35556063400,De Alencar Lotufo R.,Computer Science,False,4035176.750151
14831722300,Lima D.A.N.L.,Medicine and Health,23003258800,Bicas J.L.,Biology,False,3955012.936175
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,7004835587,Velloso L.A.,Medicine and Health,False,3943283.371816
6603267575,Velho P.E.N.F.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,3933064.185055
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,57190026512,Strieder M.M.,Chemistry,False,3572501.575425
35556063400,De Alencar Lotufo R.,Computer Science,6506736837,Pedrini H.,Computer Science,True,3571223.228837
16417179800,Misuta M.S.,Medicine and Health,7005091934,Okabe E.P.,Engineering,False,3508916.644968
55989421700,Moraes B.S.,Engineering,56910252000,Anholon R.,Economics and Business,False,3440145.357488
35611272000,de Oliveira V.M.,Biology,7101975791,Romero G.Q.,Biology,True,3433687.271453
7004405540,Reis F.,Medicine and Health,7006331391,Falcão A.X.,Computer Science,False,3239331.812817
16417179800,Misuta M.S.,Medicine and Health,54685141100,Scaglia A.J.,Social Sciences,False,3228279.9473
40262892000,Zorzeto-Cesar T.Q.,Biology,8270443200,da Silva A.J.,Geosciences,False,3227482.018954
55981667500,De Assumpção D.,Medicine and Health,6504123736,Surita F.G.,Medicine and Health,True,3212739.220986
35546900100,Attux R.,Computer Science,40262892000,Zorzeto-Cesar T.Q.,Biology,False,3189764.012402
6506645414,Sachetto Z.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,3069064.64718
23003258800,Bicas J.L.,Biology,57201607778,R. Leonardi G.,Medicine and Health,False,2976392.966245
57201607778,R. Leonardi G.,Medicine and Health,6603271904,d’Ávila M.A.,Engineering,False,2960401.98927
14123842600,Badan Ribeiro A.P.,Engineering,16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,False,2949599.783344
16432457600,Florindo J.,Computer Science,57201607778,R. Leonardi G.,Medicine and Health,False,2905334.364764
12807827200,Prata A.S.,Engineering,7801313564,Christianini A.V.,Biology,False,2901086.122484
14037194400,Fávaro W.J.,Medicine and Health,6602672295,Riccetto C.L.Z.,Medicine and Health,True,2890957.707203
7004030554,Cardoso T.M.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,2881681.473392
55989421700,Moraes B.S.,Engineering,7004357973,Franco T.T.,Engineering,True,2817000.674075
35549642300,Dias C.T.S.,Medicine and Health,8270443200,da Silva A.J.,Geosciences,False,2795838.027662
12807248900,Mori M.A.,Biology,7004835587,Velloso L.A.,Medicine and Health,False,2766894.282935
14831722300,Lima D.A.N.L.,Medicine and Health,57209087382,Ambrosano G.M.B.,Medicine and Health,True,2745421.45954
55581041300,Cazarin C.B.B.,Biology,57196465756,Schumacher F.L.,Mathematics and Statistics,False,2713326.0
7003732915,Maciel Filho R.,Engineering,7004481112,Annichino-Bizzacchi J.M.,Medicine and Health,False,2670783.782181
26638969400,Masiero B.,Engineering,6602452399,Fruett F.,Engineering,True,2637122.423439
6506626752,Durigan G.,Biology,7801313564,Christianini A.V.,Biology,True,2636173.931537
12807827200,Prata A.S.,Engineering,6701462572,Silveira Júnior V.,Engineering,True,2631487.59931
35548015700,Sawaya A.C.H.F.,Biology,55936865800,Barros N.F.d.,Medicine and Health,False,2621945.207119
24172674100,Rittner L.,Computer Science,7004405540,Reis F.,Medicine and Health,False,2618652.033513
12807827200,Prata A.S.,Engineering,6603271904,d’Ávila M.A.,Engineering,True,2592080.520108
35548015700,Sawaya A.C.H.F.,Biology,56462886200,Graciano D.S.,Biology,True,2505186.871857
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,35568764200,Barros M.B.D.A.,Medicine and Health,False,2399803.541598
26638969400,Masiero B.,Engineering,6603267560,Serpa A.L.,Engineering,True,2392177.540513
14619829600,Vidal A.C.,Geosciences,6506736837,Pedrini H.,Computer Science,False,2353419.56197
48360967300,da Silveira J.M.F.J.,Economics and Business,7004357973,Franco T.T.,Engineering,False,2327272.810633
54383241100,Forte M.B.S.,Engineering,7004357973,Franco T.T.,Engineering,True,2305945.457461
35611272000,de Oliveira V.M.,Biology,8270443200,da Silva A.J.,Geosciences,False,2281078.651481
16039416600,Goldbeck R.,Biology,6603790113,Skaf M.S.,Chemistry,False,2254337.905032
6506645414,Sachetto Z.,Medicine and Health,7004481112,Annichino-Bizzacchi J.M.,Medicine and Health,True,2241987.734586
12807248900,Mori M.A.,Biology,56703319900,Sardeli A.V.,Medicine and Health,False,2209556.12132
24172674100,Rittner L.,Computer Science,35556063400,De Alencar Lotufo R.,Computer Science,True,2209520.2572
55312463700,Jales R.M.,Medicine and Health,57201607778,R. Leonardi G.,Medicine and Health,True,2206864.757864
54685141100,Scaglia A.J.,Social Sciences,56380525500,Galatti L.R.,Social Sciences,True,2190885.249213
16022096800,González-López V.A.,Physics,57604197100,de Moraes R.R.,Tie: Medicine and Health | Social Sciences,False,2136106.74699
56385629000,Torres R.d.S.,Computer Science,6506736837,Pedrini H.,Computer Science,True,2074738.78896
35546900100,Attux R.,Computer Science,56674631200,Guillardi H.,Computer Science,True,2064189.488767
59470789100,Orellana-Iniguez J.P.,Engineering,7004578182,Hernandez-Figueroa H.E.,Engineering,True,2059574.530911
12141305200,Manera L.,Engineering,7005228726,Swart J.,Engineering,True,2030308.464838
14019420400,Francisco P.M.S.B.,Medicine and Health,57604197100,de Moraes R.R.,Tie: Medicine and Health | Social Sciences,False,2006206.323224
23091409000,Mei L.H.I.,Engineering,55842599300,Silva E.K.,Chemistry,False,1995487.57192
26649163500,Perrechil F.,Chemistry,57201607778,R. Leonardi G.,Medicine and Health,False,1979811.053943
26638969400,Masiero B.,Engineering,53063493500,Colella-Santos M.F.,Medicine and Health,False,1963641.96698
14019420400,Francisco P.M.S.B.,Medicine and Health,56235236300,Onocko-Campos R.T.,Medicine and Health,True,1961311.786676
23091409000,Mei L.H.I.,Engineering,7004578182,Hernandez-Figueroa H.E.,Engineering,True,1955842.024269
35548015700,Sawaya A.C.H.F.,Biology,7102231043,Pastore G.M.,Biology,True,1950820.205809
6603790113,Skaf M.S.,Chemistry,7006020996,Araujo G.,Computer Science,False,1943137.058603
7006139983,Cardoso L.P.,Chemistry,8637854300,Carvalho A.M.G.,Engineering,False,1934657.416387
35306973000,Fileti A.M.F.,Engineering,6603267560,Serpa A.L.,Engineering,True,1914781.001687
21833487900,Alves L.C.,Medicine and Health,35568764200,Barros M.B.D.A.,Medicine and Health,True,1912359.803212
6602452399,Fruett F.,Engineering,7005228726,Swart J.,Engineering,True,1910516.350585
7003467120,Amaral E.,Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,True,1902042.244324
35546900100,Attux R.,Computer Science,57191604670,Duarte L.,Computer Science,True,1877007.419749
35546900100,Attux R.,Computer Science,57219584344,Bassi P.R.A.S.,Biology,False,1871694.827045
57219584344,Bassi P.R.A.S.,Biology,6504280283,Dertkigil S.,Tie: Biology | Medicine and Health,False,1865826.803524
55936865800,Barros N.F.d.,Medicine and Health,56841143500,da Silva R.A.,Social Sciences,False,1851276.742204
14019420400,Francisco P.M.S.B.,Medicine and Health,56841143500,da Silva R.A.,Social Sciences,False,1847413.834365
36340568700,Montagner C.C.,Geosciences,36462533600,Hantao L.W.,Chemistry,False,1841224.544267
6603271904,d’Ávila M.A.,Engineering,7006188042,Moraes Â.M.,Engineering,True,1835850.927976
14831722300,Lima D.A.N.L.,Medicine and Health,35549642300,Dias C.T.S.,Medicine and Health,True,1831712.653049
56462886200,Graciano D.S.,Biology,7202534688,Ribeiro R.V.,Biology,True,1810381.625856
12807827200,Prata A.S.,Engineering,57190026512,Strieder M.M.,Chemistry,False,1794876.499279
16432457600,Florindo J.,Computer Science,35145814800,Esmi E.,Computer Science,True,1792807.402157
57209087382,Ambrosano G.M.B.,Medicine and Health,57211393824,Ambrosano G.B.,Biology,False,1783195.775352
7003450280,Altemani A.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,1778389.129429
14831722300,Lima D.A.N.L.,Medicine and Health,7202369029,Lopes M.A.,Medicine and Health,True,1742316.849331
57219697094,Jardini Munhoz A.L.,Chemistry,7003732915,Maciel Filho R.,Engineering,False,1729378.871586
14123842600,Badan Ribeiro A.P.,Engineering,23003258800,Bicas J.L.,Biology,False,1727944.135915
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,6601978164,Rostagno M.A.,Engineering,False,1726069.577818
35387319700,Boccato L.,Computer Science,35546900100,Attux R.,Computer Science,True,1725831.867263
14831722300,Lima D.A.N.L.,Medicine and Health,57190343674,Vieira-Junior W.F.,Medicine and Health,True,1723423.941286
6508352050,Marba S.T.M.,Medicine and Health,6602633095,Morcillo A.M.,Medicine and Health,True,1719956.813223
7004030554,Cardoso T.M.,Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,True,1716575.670973
16643616700,Rocha A.,Computer Science,6506736837,Pedrini H.,Computer Science,True,1715873.864501
48360967300,da Silveira J.M.F.J.,Economics and Business,7004916334,Ballini R.,Computer Science,False,1676207.398345
33368324200,Vianna S.S.V.,Engineering,55692535200,Dos Santos R.G.,Engineering,True,1644147.0
25636959900,Fujiwara E.,Engineering,7004578182,Hernandez-Figueroa H.E.,Engineering,True,1641813.398002
24491486300,de la Torre L.G.,Engineering,57203634349,Khaneghah A.M.,Chemistry,False,1632038.465696
57211214455,Scarini J.F.,Medicine and Health,7003450280,Altemani A.,Medicine and Health,True,1586958.424997
7003557544,Toledo L.F.,Biology,7004254585,Sazima I.,Biology,True,1586181.670401
14019420400,Francisco P.M.S.B.,Medicine and Health,55981667500,De Assumpção D.,Medicine and Health,True,1576180.718521
6602460649,Appenzeller S.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,1566136.924595
55597926500,de Campos B.M.,Medicine and Health,7005355323,Castellano G.,Medicine and Health,True,1563342.563537
55982097300,Galvis A.F.,Engineering,6602138253,Fogagnolo J.B.,Engineering,True,1563137.137439
14123842600,Badan Ribeiro A.P.,Engineering,7102879500,Cunha R.L.,Chemistry,False,1557229.497515
56347094900,Silva R.M.,Computer Science,6603064685,Yamakami A.,Computer Science,True,1556217.919209
12807827200,Prata A.S.,Engineering,54383241100,Forte M.B.S.,Engineering,True,1546001.806995
36462533600,Hantao L.W.,Chemistry,56462886200,Graciano D.S.,Biology,False,1543180.916233
34570748500,Mariano A.P.,Engineering,7003732915,Maciel Filho R.,Engineering,True,1532548.240027
57201734615,Reis L.O.,Medicine and Health,6602672295,Riccetto C.L.Z.,Medicine and Health,True,1531276.195778
35546900100,Attux R.,Computer Science,55917698800,Fantinato D.G.,Engineering,False,1529931.298201
35548015700,Sawaya A.C.H.F.,Biology,36462533600,Hantao L.W.,Chemistry,False,1524886.508846
6504123736,Surita F.G.,Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,True,1522933.411897
56946203300,Ferreira C.S.,Mathematics and Statistics,57196465756,Schumacher F.L.,Mathematics and Statistics,True,1515738.533333
14037194400,Fávaro W.J.,Medicine and Health,6701542482,Tasic L.,Engineering,False,1513610.702455
55831616200,Ferreira-Halder C.V.,Biology,6506736837,Pedrini H.,Computer Science,False,1512044.368533
36837305000,Dias R.,Mathematics and Statistics,56946203300,Ferreira C.S.,Mathematics and Statistics,True,1503565.0
56341976400,Villa J.E.L.,Engineering,56347094900,Silva R.M.,Computer Science,False,1501910.129872
22834387100,Dotta D.,Engineering,57214183665,Santos O.L.D.,Engineering,True,1489301.604866
57317089000,Bonilla K.,Social Sciences,59664523200,Contreras M.A.S.,Social Sciences,True,1489287.936672
12782630800,Guerra-Júnior G.,Medicine and Health,6602633095,Morcillo A.M.,Medicine and Health,True,1481723.273714
56025767600,Savu R.,Engineering,6701542482,Tasic L.,Engineering,True,1464167.372931
59664523200,Contreras M.A.S.,Social Sciences,6504123736,Surita F.G.,Medicine and Health,False,1459455.655043
15766181700,Teruel B.,Biology,7004578182,Hernandez-Figueroa H.E.,Engineering,False,1456090.883885
15045722200,Ricomini Filho A.P.,Medicine and Health,57219697094,Jardini Munhoz A.L.,Chemistry,False,1453064.085609
22834507600,de Almeida M.C.,Engineering,24437971100,Fioravanti A.R.,Engineering,True,1450095.191889
23003258800,Bicas J.L.,Biology,55581041300,Cazarin C.B.B.,Biology,True,1447365.09126
57477683000,Arruda V.C.,Engineering,6701462572,Silveira Júnior V.,Engineering,True,1444561.874587
24437971100,Fioravanti A.R.,Engineering,55907009500,Schiozer D.J.,Engineering,True,1441865.466219
57190343674,Vieira-Junior W.F.,Medicine and Health,6601964582,Tabchoury C.P.M.,Medicine and Health,True,1434167.361967
7006612363,Pinheiro F.,Biology,7202534688,Ribeiro R.V.,Biology,True,1428246.728397
6602672295,Riccetto C.L.Z.,Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,True,1427299.979834
23003258800,Bicas J.L.,Biology,7006139983,Cardoso L.P.,Chemistry,False,1426622.560349
36984061800,Lopes É.S.N.,Engineering,8637854300,Carvalho A.M.G.,Engineering,True,1405876.228941
57312048600,Miyazaki M.R.,Geosciences,7004357973,Franco T.T.,Engineering,False,1403361.098133
55347249800,Dalfré Filho J.G.,Geosciences,6602452399,Fruett F.,Engineering,False,1382424.05091
35556063400,De Alencar Lotufo R.,Computer Science,57215147476,Carmo D.,Computer Science,True,1376033.402504
35546900100,Attux R.,Computer Science,7005355323,Castellano G.,Medicine and Health,False,1375129.863488
54913625700,Barbin D.F.,Biology,55576394100,Vidal C.,Geosciences,False,1371992.780868
35387319700,Boccato L.,Computer Science,7005091934,Okabe E.P.,Engineering,False,1369461.775944
55313664100,Roble O.J.,Social Sciences,57477046100,Boccati P.A.,Social Sciences,True,1362669.0
55982097300,Galvis A.F.,Engineering,6507796594,Moshkalev S.A.,Engineering,True,1361710.767356
57209087382,Ambrosano G.M.B.,Medicine and Health,57209449016,Pereira A.C.,Medicine and Health,True,1356561.139811
54383232900,Consonni S.R.,Biology,55831616200,Ferreira-Halder C.V.,Biology,True,1353540.225028
6603288856,Morellato L.P.C.,Biology,7006612363,Pinheiro F.,Biology,True,1352648.884154
16432457600,Florindo J.,Computer Science,8429526600,Abreu E.,Mathematics and Statistics,False,1345622.637279
57224181103,dos Santos Neto S.R.,Tie: Medicine and Health | Social Sciences,57477046100,Boccati P.A.,Social Sciences,False,1345048.0
36340568700,Montagner C.C.,Geosciences,6506130489,Umbuzeiro G.d.A.,Chemistry,False,1343560.379012
23570399700,Kurka P.R.G.,Engineering,24437971100,Fioravanti A.R.,Engineering,True,1336452.715326
55621406900,Castro A.,Medicine and Health,56703319900,Sardeli A.V.,Medicine and Health,True,1329477.228458
55692535200,Dos Santos R.G.,Engineering,58865643600,Plácido P.V.R.,Engineering,True,1326712.5
6507796594,Moshkalev S.A.,Engineering,7005228726,Swart J.,Engineering,True,1323982.151783
26649163500,Perrechil F.,Chemistry,7102879500,Cunha R.L.,Chemistry,True,1311436.643007
54787646600,Doubek G.,Engineering,7003732915,Maciel Filho R.,Engineering,True,1299314.154455
56153132100,Fracarolli J.A.,Biology,7006331391,Falcão A.X.,Computer Science,False,1290561.236461
57015234300,de Arruda Ignácio P.S.,Engineering,7005091934,Okabe E.P.,Engineering,True,1288627.961624
56732311700,Santos A.,Medicine and Health,7005334118,Bastos R.G.,Biology,False,1275921.727273
56462886200,Graciano D.S.,Biology,8353821500,Passos F.D.,Biology,True,1275867.36681
6504280283,Dertkigil S.,Tie: Biology | Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,False,1253537.19946
6508352050,Marba S.T.M.,Medicine and Health,8059496300,Brito L.G.O.,Medicine and Health,True,1248970.666229
54791045400,Fischer B.B.,Economics and Business,56910252000,Anholon R.,Economics and Business,True,1247716.50858
16067739500,Vale D.B.,Computer Science,56368548100,Martins P.S.,Computer Science,True,1213442.997446
24491486300,de la Torre L.G.,Engineering,33368324200,Vianna S.S.V.,Engineering,True,1192320.554614
14032097800,Romano J.M.T.,Computer Science,7004916334,Ballini R.,Computer Science,True,1192137.694843
24330030100,Matos-Souza J.R.,Medicine and Health,35734884600,Quinaglia T.,Medicine and Health,True,1188048.647005
24172674100,Rittner L.,Computer Science,7003895942,Conforti E.,Engineering,False,1186034.175492
55266437700,Brenelli L.B.,Biology,7004357973,Franco T.T.,Engineering,False,1185386.511716
14037194400,Fávaro W.J.,Medicine and Health,7004941263,de Jesus M.B.,Biology,False,1183365.252998
24435910800,de Azevedo A.T.,Engineering,7102317454,Ohishi T.,Engineering,True,1181506.551154
57215147476,Carmo D.,Computer Science,7004405540,Reis F.,Medicine and Health,False,1179787.904495
57216490396,Da Silva Torres R.,Computer Science,6506736837,Pedrini H.,Computer Science,True,1177233.498541
56025767600,Savu R.,Engineering,7005228726,Swart J.,Engineering,True,1175084.622996
14619829600,Vidal A.C.,Geosciences,7202566988,Santos L.T.,Engineering,False,1174313.614756
7003732915,Maciel Filho R.,Engineering,7005334118,Bastos R.G.,Biology,False,1173933.352482
24491486300,de la Torre L.G.,Engineering,7005334118,Bastos R.G.,Biology,False,1172246.947332
54913625700,Barbin D.F.,Biology,7102879500,Cunha R.L.,Chemistry,False,1171352.342408
33267449500,Alves M.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,1169824.562722
12807827200,Prata A.S.,Engineering,55842599300,Silva E.K.,Chemistry,False,1168938.780198
57117412100,de Freitas L.L.L.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,1168370.386395
55884529800,Martínez J.M.,Computer Science,7202566988,Santos L.T.,Engineering,False,1168073.626421
35585451000,Carvalho H.F.d.,Biology,54383232900,Consonni S.R.,Biology,True,1166618.943528
55404271700,Juliato C.R.T.,Medicine and Health,7004030554,Cardoso T.M.,Medicine and Health,True,1162931.211781
6504443983,Breitkreitz M.C.,Chemistry,6601978164,Rostagno M.A.,Engineering,False,1161080.168184
57312048600,Miyazaki M.R.,Geosciences,7004598380,Crósta A.P.,Geosciences,True,1152052.443708
56783150200,Pomilio J.A.,Engineering,57477683000,Arruda V.C.,Engineering,True,1150735.518318
55644034300,Avila S.,Computer Science,6506736837,Pedrini H.,Computer Science,True,1149529.542059
7004405540,Reis F.,Medicine and Health,8962997000,França M.C.,Medicine and Health,True,1141821.489123
55313664100,Roble O.J.,Social Sciences,56530431400,Mazzei L.C.,Social Sciences,True,1137738.877943
55597926500,de Campos B.M.,Medicine and Health,8962997000,França M.C.,Medicine and Health,True,1128828.514237
12646175000,da Silva F.V.,Engineering,35306973000,Fileti A.M.F.,Engineering,True,1115609.281166
12783424700,Mockaitis G.,Engineering,55989421700,Moraes B.S.,Engineering,True,1110403.518738
23003258800,Bicas J.L.,Biology,7102231043,Pastore G.M.,Biology,True,1090669.428502
12782630800,Guerra-Júnior G.,Medicine and Health,56642843600,Lázari E.,Medicine and Health,True,1090142.891028
56967860700,Sales L.P.,Biology,7003557544,Toledo L.F.,Biology,True,1086361.934742
34570748500,Mariano A.P.,Engineering,7004357973,Franco T.T.,Engineering,True,1085605.113676
24473173200,Rodrigues L.H.A.,Biology,35546900100,Attux R.,Computer Science,False,1078849.36874
6506305946,Sartoratto A.,Biology,6601976136,Wolf Maciel M.R.,Engineering,False,1065707.993249
16067892900,Carmona E.V.,Medicine and Health,7005179732,Bahamondes L.,Medicine and Health,True,1053563.817663
16028772900,Mayer J.L.S.,Biology,35548015700,Sawaya A.C.H.F.,Biology,True,1053307.743796
18433294600,Bittencourt L.F.,Computer Science,56385629000,Torres R.d.S.,Computer Science,True,1037325.528694
53463361500,Freitas D.Q.,Medicine and Health,6601964582,Tabchoury C.P.M.,Medicine and Health,True,1035039.706733
54787646600,Doubek G.,Engineering,7102266163,Nogueira A.F.,Engineering,True,1025536.738815
57190343674,Vieira-Junior W.F.,Medicine and Health,7006668715,Cury J.A.,Medicine and Health,True,1022724.0075
15754481800,Sussulini A.,Chemistry,35548015700,Sawaya A.C.H.F.,Biology,False,1020482.104266
57216266197,Guirardello E.d.B.,Medicine and Health,59157715800,Silva D.,Economics and Business,False,1018377.005221
56341976400,Villa J.E.L.,Engineering,7102879500,Cunha R.L.,Chemistry,False,1017244.570296
25636959900,Fujiwara E.,Engineering,35585451000,Carvalho H.F.d.,Biology,False,1016689.267167
24435910800,de Azevedo A.T.,Engineering,6603064685,Yamakami A.,Computer Science,False,1012639.19304
55581041300,Cazarin C.B.B.,Biology,55842599300,Silva E.K.,Chemistry,False,1010676.193691
6602092602,Bittrich V.,Biology,7004766599,Marsaioli A.J.,Chemistry,False,1008947.470996
26638969400,Masiero B.,Engineering,6507254654,Quintanilha J.A.,Economics and Business,False,1003381.574176
23570399700,Kurka P.R.G.,Engineering,7005091934,Okabe E.P.,Engineering,True,997022.900411
13612026300,Fregolente L.V.,Engineering,7202140793,Vieira M.G.A.,Chemistry,False,995878.217044
35577636800,Devloo P.R.B.,Engineering,7004578182,Hernandez-Figueroa H.E.,Engineering,True,995325.879581
56380525500,Galatti L.R.,Social Sciences,56530431400,Mazzei L.C.,Social Sciences,True,993948.315336
56441147000,Oliveira W.A.,Economics and Business,57218449304,Campello B.S.C.,Computer Science,False,992080.255199
56462886200,Graciano D.S.,Biology,9338311900,Carmello-Guerreiro S.M.,Biology,True,986946.482699
16039416600,Goldbeck R.,Biology,7102879500,Cunha R.L.,Chemistry,False,986494.552025
6507796594,Moshkalev S.A.,Engineering,7004578182,Hernandez-Figueroa H.E.,Engineering,True,982233.063557
56235236300,Onocko-Campos R.T.,Medicine and Health,6603801818,Dalgalarrondo P.,Medicine and Health,True,982155.967501
35549642300,Dias C.T.S.,Medicine and Health,7006012333,Giannini M.,Medicine and Health,True,980995.541676
55404271700,Juliato C.R.T.,Medicine and Health,6504123736,Surita F.G.,Medicine and Health,True,980263.889539
35556063400,De Alencar Lotufo R.,Computer Science,57214183665,Santos O.L.D.,Engineering,False,976229.573195
35510387000,Zantut-Wittmann D.E.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,972799.372732
24491486300,de la Torre L.G.,Engineering,35585451000,Carvalho H.F.d.,Biology,False,970946.865173
24473173200,Rodrigues L.H.A.,Biology,43461171700,Camargo A.P.,Biology,True,969646.981798
15045722200,Ricomini Filho A.P.,Medicine and Health,6601964582,Tabchoury C.P.M.,Medicine and Health,True,961441.178811
35734884600,Quinaglia T.,Medicine and Health,6602277744,Nadruz W.,Medicine and Health,True,961374.0
21833487900,Alves L.C.,Medicine and Health,55955755800,Johansen I.C.,Social Sciences,False,960221.224643
6507254654,Quintanilha J.A.,Economics and Business,8577187300,Grohmann C.H.,Geosciences,False,959823.16306
54790826700,Canteras F.B.,Geosciences,57226376713,Vaz G.C.,Computer Science,False,956919.373534
7003467120,Amaral E.,Medicine and Health,7101893707,de Carvalho M.A.G.,Computer Science,False,955011.359829
55968603400,Vieira R.P.,Chemistry,6603271904,d’Ávila M.A.,Engineering,False,947829.487436
24329881300,Rothenberg C.E.,Computer Science,35556063400,De Alencar Lotufo R.,Computer Science,True,946829.396462
25621529400,Martins-De-Souza D.,Biology,7006912075,Guest P.C.,Biology,True,938705.714286
25636959900,Fujiwara E.,Engineering,56153132100,Fracarolli J.A.,Biology,False,938065.225499
55981667500,De Assumpção D.,Medicine and Health,57222271356,Ruiz A.M.P.,Medicine and Health,True,937680.447723
13605127900,Banzato C.E.M.,Medicine and Health,56235236300,Onocko-Campos R.T.,Medicine and Health,True,935883.812008
12646175000,da Silva F.V.,Engineering,33368324200,Vianna S.S.V.,Engineering,True,934294.733456
16028772900,Mayer J.L.S.,Biology,35497272700,Arruda M.A.Z.,Chemistry,False,931986.141902
55936865800,Barros N.F.d.,Medicine and Health,7101624945,Rodrigues F.H.,Geosciences,False,931530.994574
57203028938,Oliveira R.S.,Biology,7101975791,Romero G.Q.,Biology,True,929666.535246
22834507600,de Almeida M.C.,Engineering,56116349600,Rider M.J.,Engineering,True,927887.487462
16306368600,Capitani C.D.,Tie: Biology | Medicine and Health,57196219628,Sanches V.L.,Tie: Biology | Chemistry,False,926317.27431
37081771200,Santos T.J.S.d.,Geosciences,7102178796,Oliveira E.P.,Geosciences,True,919412.460093
56235236300,Onocko-Campos R.T.,Medicine and Health,57990097600,Evangelista-Poderoso R.,Medicine and Health,True,916441.931781
55312463700,Jales R.M.,Medicine and Health,6506160194,Yela D.A.,Medicine and Health,True,914185.989309
57164866900,de Melo Lima M.H.,Medicine and Health,7006188042,Moraes Â.M.,Engineering,False,912737.106696
22834507600,de Almeida M.C.,Engineering,59470789100,Orellana-Iniguez J.P.,Engineering,True,911845.541066
57209449016,Pereira A.C.,Medicine and Health,6602589883,Groppo F.C.,Medicine and Health,True,911785.469865
56368548100,Martins P.S.,Computer Science,7202489013,Arnold F.J.,Engineering,False,908941.190046
37081771200,Santos T.J.S.d.,Geosciences,57222125145,Mendes L.d.C.,Geosciences,True,904507.852257
36651681100,Trindade F.C.L.,Engineering,57203021635,Lopes M.G.,Engineering,True,901022.966596
55404271700,Juliato C.R.T.,Medicine and Health,6602672295,Riccetto C.L.Z.,Medicine and Health,True,898779.196072
37085668700,Trautwein L.M.,Engineering,55347249800,Dalfré Filho J.G.,Geosciences,False,895817.276829
57191604670,Duarte L.,Computer Science,57200525793,Vicentin D.C.,Economics and Business,False,890254.5812
57117412100,de Freitas L.L.L.,Medicine and Health,6701718828,Mazzali M.,Medicine and Health,True,889979.763937
7004598380,Crósta A.P.,Geosciences,8577187300,Grohmann C.H.,Geosciences,True,879147.410346
57189241650,Cecilio-Fernandes D.,Social Sciences,7003467120,Amaral E.,Medicine and Health,False,874653.87022
54891696000,Tonon D.J.,Engineering,55615833500,Rodrigues D.S.,Mathematics and Statistics,False,872958.672688
56329327600,Pinheiro I.F.,Engineering,56728915900,Bizarre L.,Chemistry,False,870819.097726
56116349600,Rider M.J.,Engineering,56783150200,Pomilio J.A.,Engineering,True,869705.127214
57190026512,Strieder M.M.,Chemistry,7102231043,Pastore G.M.,Biology,False,869476.258239
16643616700,Rocha A.,Computer Science,55907009500,Schiozer D.J.,Engineering,False,866137.56385
23988450600,dal Fabbro M.,Medicine and Health,7004405540,Reis F.,Medicine and Health,True,864460.435423
8637854300,Carvalho A.M.G.,Engineering,9279099800,Béron F.,Engineering,True,861382.395119
55968603400,Vieira R.P.,Chemistry,7003811166,Godoy H.T.,Chemistry,True,860814.054693
16022096800,González-López V.A.,Physics,55615833500,Rodrigues D.S.,Mathematics and Statistics,False,859240.583396
56385629000,Torres R.d.S.,Computer Science,6701801409,da Fonseca N.L.S.,Computer Science,True,857240.342005
35548015700,Sawaya A.C.H.F.,Biology,57189270902,Arruda H.S.,Biology,True,854548.025959
35549642300,Dias C.T.S.,Medicine and Health,57190343674,Vieira-Junior W.F.,Medicine and Health,True,854075.124197
58835957000,da Silva J.A.F.,Chemistry,59988731200,Diniz J.A.,Engineering,False,853665.131955
57224106477,Fraga M.A.A.,Medicine and Health,9037312600,Aguiar F.H.B.,Medicine and Health,True,852314.783846
